NO,체험프로그램명,체험처명,체험처유형,체험프로그램 직업유형,체험유형,초등학교대상여부,중학교대상여부,고등학교대상여부,위도,경도,체험인원,유무료구분,유료금액,체험시간,대면비대면구분,안전도,교육기부인증기관여부,체험지역명,체험진행장소
518,[충청] 한국과학창의재단_책임안전 Ai 서비스 개발자,한국과학창의재단,공공기관/공기업,인공지능/전문가시스템응용,학과체험형,,,Y,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
517,[충청] 한국과학창의재단_스마트 도시 설계자,한국과학창의재단,공공기관/공기업,도시개발/계획,학과체험형,Y,,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
516,[충청] 한국과학창의재단_Ai와 함께 만드는 게임 개발자,한국과학창의재단,공공기관/공기업,웹 개발자,학과체험형,,Y,Y,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
515,[충청] 한국과학창의재단_Ai와 함께 만드는 소프트웨어 개발자,한국과학창의재단,공공기관/공기업,소프트웨어 개발자,학과체험형,,Y,Y,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
514,[진로멘토링] 디스플레이전문가,(주)영진에듀,개인사업장,예술·디자인·방송직,대화형,Y,Y,,35.5438097037233,129.330091790831,200,유료,80000.0,2.0,79001,5.0,62001.0,울산 남구,체험처
513,포테이토 에그터널 샌드위치 + 초코 스모어 쿠키,쿠킹아카데미학원,개인사업장,양식 조리사,현장직업체험형,,Y,,36.1005211484005,128.385000164526,30,무료,,2.0,79001,,62001.0,경북 구미시,체험처
512,집에서도 레스토랑처럼—찹스테이크 & 부르스게타 홈다이닝,쿠킹아카데미학원,개인사업장,양식 조리사,직업실무체험형,,Y,,36.1005211484005,128.385000164526,30,무료,,2.0,79001,,62001.0,경북 구미시,체험처
511,정갈함은 디테일에서 시작된다—소고기 유부 & 오이 타타키,쿠킹아카데미학원,개인사업장,일식 조리사,직업실무체험형,,Y,,36.1005211484005,128.385000164526,30,무료,,2.0,79001,,62001.0,경북 구미시,체험처
510,한 손에 들고 떠나는 피크닉—컬러 꼬치구이 & 참치 오니기리,쿠킹아카데미학원,개인사업장,일식 조리사,직업실무체험형,,Y,,36.10052238660507,128.38508013542193,30,무료,,2.0,79001,,62001.0,경북 구미시,체험처
509,[충청] 한국과학창의재단_컴퓨터 보안 개발자 : 모의해킹게임,한국과학창의재단,공공기관/공기업,컴퓨터보안,학과체험형,,Y,Y,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
508,[충청] 한국과학창의재단_XR 콘텐츠 제작자,한국과학창의재단,공공기관/공기업,가상현실,학과체험형,Y,,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
507,[충청] 한국과학창의재단_차세대 디스플레이 전문가,한국과학창의재단,공공기관/공기업,기타재료공학,학과체험형,Y,,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
506,[충청] 한국과학창의재단_첨단 신소재 개발자,한국과학창의재단,공공기관/공기업,기타재료공학,학과체험형,,Y,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
505,[충청] 한국과학창의재단_Ai를 활용한 3D 설계 모델러,한국과학창의재단,공공기관/공기업,기타기계공학,학과체험형,,Y,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
504,메인과 사이드가 만나 한 상이 되는 순간—떡갈비 & 파채 샐러드,쿠킹아카데미학원,개인사업장,주방장 및 요리 연구가,직업실무체험형,,Y,,36.1005211484005,128.385000164526,30,무료,,2.0,79001,,62001.0,경북 구미시,체험처
503,따뜻함과 상큼함 사이—고구마 매쉬드피자 & 카프리제 꼬치 브런치,쿠킹아카데미학원,개인사업장,양식 조리사,직업실무체험형,,Y,,36.1005211484005,128.385000164526,30,무료,,2.0,79001,,62001.0,경북 구미시,체험처
502,손끝에서 태어나는 달콤한 선물—오란다 & 과일 찹쌀떡 리브랜딩,쿠킹아카데미학원,개인사업장,주방장 및 요리 연구가,직업실무체험형,,Y,,36.1005211484005,128.385000164526,30,무료,,2.0,79001,,62001.0,경북 구미시,체험처
501,눈처럼 하얀 떡 위에 초콜릿이 내리는 날—단짠 스트릿푸드 공방,쿠킹아카데미학원,개인사업장,주방장 및 요리 연구가,직업실무체험형,,Y,,36.1005211484005,128.385000164526,30,무료,,2.0,79001,,62001.0,경북 구미시,체험처
500,보랏빛 한입의 설렘—블루베리 크런치 & 베리쨈 롤 디저트 스튜디오,쿠킹아카데미학원,개인사업장,양식 조리사,직업실무체험형,,Y,,36.1005211484005,128.385000164526,30,무료,,2.0,79001,,62001.0,경북 구미시,체험처
499,[충청] 한국과학창의재단_이차전지 연구원,한국과학창의재단,공공기관/공기업,기타공학,학과체험형,Y,,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
498,[충청] 한국과학창의재단_반도체 설계 연구원,한국과학창의재단,공공기관/공기업,반도체,학과체험형,Y,Y,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
497,[충청] 한국과학창의재단_천연물 바이오 전문가,한국과학창의재단,공공기관/공기업,기타생물공학,학과체험형,Y,,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
496,[충청] 한국과학창의재단_생명공학자 : 생명을 설계하는 기술 유전자 가위,한국과학창의재단,공공기관/공기업,생물화학공학,학과체험형,,Y,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
495,[충청] 한국과학창의재단_디지털 헬스 데이터 분석 전문가,한국과학창의재단,공공기관/공기업,기계공학,학과체험형,,,Y,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
494,업사이클링 공예 체험 – 친환경·디자인·창작 공예 진로 이야기,나:비다,청소년/시민단체,예술·디자인·방송직,직업실무체험형,Y,Y,,33.2531511291441,126.558226010493,20,유료,15000.0,1.0,79001,,,제주 서귀포시,학교
493,[진로멘토링] 제과제빵사(오마이초콜릿파이),남구오마이초콜릿파이,개인사업장,음식 서비스직,대화형,Y,Y,,35.5438097037233,129.330091790831,100,유료,80000.0,2.0,79001,5.0,62001.0,울산 남구,체험처
492,중학교 1.2학년 진로캠프,꿈찾기운동본부부산,민간기업,기타,캠프형,,Y,,35.1675647145699,129.12232147174,300,유료,25000.0,6.0,79001,,,울산 남구,학교
491,중학교 1.2학년 진로캠프,꿈찾기운동본부부산,민간기업,기타,캠프형,,Y,,35.1675647145699,129.12232147174,300,유료,25000.0,6.0,79001,,,부산 연제구,학교
490,[충청] 한국과학창의재단_신약 개발자,한국과학창의재단,공공기관/공기업,약학일반,학과체험형,Y,Y,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
489,[충청] 한국과학창의재단_피지컬 AI 전문가 : 지능형 로봇 개발자,한국과학창의재단,공공기관/공기업,기타기계공학,학과체험형,,,Y,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
488,[충청] 한국과학창의재단_자율주행 자동차 시스템 개발자,한국과학창의재단,공공기관/공기업,자동차기계,학과체험형,Y,Y,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
487,"[충청] 한국과학창의재단_우주를 향한 꿈, 로켓 개발자",한국과학창의재단,공공기관/공기업,기타항공우주공학,학과체험형,Y,,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,학교
486,"[충청] 한국과학창의재단_무인 비행 로봇, 드론 전문가",한국과학창의재단,공공기관/공기업,기타항공우주공학,학과체험형,Y,Y,,37.500722082344,127.030768815378,25,무료,,2.0,79001,,,서울 강남구,체험처
485,[체험형] 찾진&멘토링 [웹디자이너-네임스티커&인스제작],교육공감협동조합,민간기업,예술·디자인·방송직,직업실무체험형,,Y,,35.5438097037233,129.330091790831,100,유료,15000.0,2.0,79001,,62002.0,울산 남구,체험처
484,백드롭페인팅 × AI 영상 제작(내 작품으로 AI 영상을 만드는 진로체험 ),컬처포이즈(대전),개인사업장,문화·예술 기획자 및 매니저,직업실무체험형,Y,Y,Y,36.3320158296221,127.428867617893,10,유료,35000.0,2.0,79001,,,대전 동구,체험처
483,<슬기로운 진로체험> 목공예가편,네모나무공방,개인사업장,목제품 제조원,직업실무체험형,Y,Y,,37.5168721,126.8663985,15,유료,15000.0,2.0,79002,,62001.0,서울 양천구,온라인
482,[진로멘토링] 이모티콘제작전문가,(주)영진에듀,개인사업장,예술·디자인·방송직,대화형,Y,Y,,35.5438097037233,129.330091790831,100,유료,80000.0,2.0,79001,5.0,62001.0,울산 남구,체험처
481,[충청] 한국과학창의재단_항공기 개발자,한국과학창의재단,공공기관/공기업,항공우주과학,학과체험형,Y,Y,,37.500722082344,127.030768815378,25,무료,,2.0,79001,5.0,,서울 강남구,학교
480,진로 톡톡! 유아교육과 체험 데이,한양여자대학교,학교/대학교,유아교육,학과체험형,,Y,,37.559454782169766,127.0491000603081,20,무료,,2.0,79001,,62001.0,서울 성동구,체험처
479,웹툰 산업 변화로 보는 나의 웹툰 진로 찾기,한양여자대학교,학교/대학교,만화가 및 만화영화 작가,학과체험형,,,Y,37.5589793670737,127.04943362547904,20,무료,,2.0,79001,,62001.0,서울 성동구,체험처
478,식물을 돌보듯 나를 돌보는 시간(반려식물심기),봄그린플라워,개인사업장,소규모 상점 경영 및 일선 관리 종사원,현장직업체험형,Y,Y,Y,37.667309123334,126.771018399347,20,유료,20000.0,2.0,79001,,,경기 고양시,학교
477,(조향사) 나만의 향수 만들기!,청양화성마을학교,개인사업장,기타화학공학,학과체험형,Y,Y,Y,36.42415620251704,126.71504877723405,20,무료,,2.0,79001,,62001.0,충남 청양군,체험처
476,[경기남부·강원] 한국과학창의재단_자율주행자동차 전문가,한국과학창의재단,공공기관/공기업,자동차공학,강연형,,Y,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
475,[진로멘토링] 기후환경공학자,하우사이언스실험과학교습소,개인사업장,자연·생명과학 연구직,대화형,,Y,,35.5438097037233,129.330091790831,100,유료,80000.0,2.0,79001,5.0,,울산 남구,체험처
474,"꽃으로 가득 담은 기프트 플라워, 플라워 박스 (꽃박스)",디아르데 스튜디오,개인사업장,기타,직업실무체험형,Y,Y,,35.172362635424,129.102889988231,25,유료,20000.0,2.0,79001,,,부산 수영구,체험처
473,"[경기남부·강원] 한국과학창의재단_레고 자동차야, 멈춰라! : 자율주행 속도조절 코딩 체험",한국과학창의재단,공공기관/공기업,자동차공학,강연형,Y,,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
472,[경기남부·강원] 한국과학창의재단_지능형 로봇 시스템 설계 프로젝트,한국과학창의재단,공공기관/공기업,로봇공학,강연형,,,Y,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
471,[경기남부·강원] 한국과학창의재단_스마트시티 Urban LAB,한국과학창의재단,공공기관/공기업,건설·채굴직,직업실무체험형,,Y,,37.500722082344,127.030768815378,90,무료,,2.0,79001,5.0,,서울 강남구,체험처
470,"[경기남부·강원] 한국과학창의재단_머신러닝, 스스로 배우는 인공지능",한국과학창의재단,공공기관/공기업,컴퓨터/인공지능,강연형,,,Y,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
469,"행복을 전하는 기프트 플라워, 플라워 케이크 만들기",디아르데 스튜디오,개인사업장,기타,직업실무체험형,Y,Y,,35.172362635424,129.102889988231,25,유료,20000.0,2.0,79001,,,부산 수영구,체험처
468,[진로멘토링] 스포츠지도사,B&A 복싱클럽,개인사업장,스포츠·레크리에이션직,대화형,,Y,,35.5438097037233,129.330091790831,100,유료,80000.0,2.0,79001,5.0,,울산 남구,체험처
467,아트토이디렉터 진로체험｜LED스피너탑 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,문화·예술 기획자 및 매니저,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,999,유료,12000.0,2.0,79001,,,경기 김포시,학교
466,[경기남부·강원] 한국과학창의재단_게임개발 프로세스 이야기,한국과학창의재단,공공기관/공기업,소프트웨어공학,강연형,,,Y,37.500722082344,127.030768815378,70,무료,,2.0,79001,5.0,,서울 강남구,학교
465,[경기남부·강원] 한국과학창의재단_수지침으로 알아보는 사상체질과 의학,한국과학창의재단,공공기관/공기업,한의사,직업실무체험형,,Y,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
464,[경기남부·강원] 한국과학창의재단_인공지능 프롬프트,한국과학창의재단,공공기관/공기업,소프트웨어공학,강연형,,,Y,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
463,[경기남부·강원] 한국과학창의재단_미래 전력산업과 에너지 기술 탐구,한국과학창의재단,공공기관/공기업,가스·에너지공학 기술자 및 연구원,강연형,Y,Y,,37.500722082344,127.030768815378,80,무료,,2.0,79001,,,서울 강남구,학교
462,[진로멘토링] 바리스타,심빠띠꼬 커피랩,개인사업장,음식 서비스직,대화형,,Y,,35.5438097037233,129.330091790831,100,유료,80000.0,2.0,79001,5.0,,울산 남구,체험처
461,IoT전문가 진로체험 블루투스 스피커 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,정보통신 연구 개발직 및 공학 기술직,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,2,유료,16000.0,2.0,79001,,,경기 김포시,학교
460,로봇공학자 진로체험 스텝봇 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,로보틱스/로봇공학,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,999,유료,18000.0,2.0,79001,,,경기 김포시,학교
459,다육이의 변신 (다육 아트),도담다육,개인사업장,기타,현장직업체험형,Y,Y,,37.0149831033859,127.86548868637,30,유료,20000.0,2.0,79001,,,충북 충주시,학교
458,[경기남부·강원] 한국과학창의재단_스포츠 브랜드 크리에이터,한국과학창의재단,공공기관/공기업,광고·조사·상품기획·행사기획 전문가,강연형,Y,Y,,37.500722082344,127.030768815378,50,무료,,2.0,79001,5.0,,서울 강남구,학교
457,[경기남부·강원] 한국과학창의재단_생명과학자 프로젝트 : 신약을 만들다,한국과학창의재단,공공기관/공기업,생약학,강연형,,Y,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
456,[경기남부·강원] 한국과학창의재단_AI 작곡 & 비트 프로듀싱,한국과학창의재단,공공기관/공기업,대중/실용/영화음악,강연형,,Y,,37.500722082344,127.030768815378,90,무료,,2.0,79001,5.0,,서울 강남구,학교
455,[경기남부·강원] 한국과학창의재단_SNS로 세상을 바꿔라! - SNS 전문가 체험,한국과학창의재단,공공기관/공기업,광고/홍보학,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,학교
454,전자공학자 진로체험 라이팅스타 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,전기·전자공학 기술자 및 시험원,직업실무체험형,Y,Y,,37.65411209433904,126.64225142278175,999,유료,15000.0,2.0,79001,,,경기 김포시,학교
453,신소재공학자 진로체험 LED 슬라임전구 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,연구직 및 공학 기술직,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,999,유료,15000.0,2.0,79001,,,경기 김포시,학교
452,"내 손안의 작은 숲, 테라리움",도담다육,개인사업장,기타,현장직업체험형,Y,Y,,37.0149831033859,127.86548868637,30,유료,15000.0,2.0,79001,,,충북 충주시,학교
451,전자공학 진로체험 LED 메시지팬 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,예술·디자인·방송직,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,999,유료,18000.0,2.0,79001,,,경기 김포시,학교
450,[경기남부·강원] 한국과학창의재단_미래 의료의 현장 - 원격진료·디지털헬스케어 코디네이터 체험,한국과학창의재단,공공기관/공기업,보건·의료직,강연형,,,Y,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
449,[경기남부·강원] 한국과학창의재단_몸속의 진실을 밝혀라 - 임상병리사 체험,한국과학창의재단,공공기관/공기업,임상병리학,강연형,,,Y,37.500722082344,127.030768815378,80,무료,,2.0,79001,,,서울 강남구,학교
448,[경기남부·강원] 한국과학창의재단_자율주행 알고리즘 설계하기 : 비례제어로 만드는 스마트 주행 시스템,한국과학창의재단,공공기관/공기업,자동차공학,강연형,,,Y,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
447,[경기남부·강원] 한국과학창의재단_레고 로봇 개발자 프로젝트 : SW개발자·AI개발자 직업 탐구,한국과학창의재단,공공기관/공기업,컴퓨터/인공지능,강연형,,Y,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
446,기상전문가 진로체험 LED 구름조명 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,기상학,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,999,유료,13000.0,2.0,79001,,,경기 김포시,학교
445,항공공학 진로체험 플라잉옥타곤 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,로봇공학 기술자 및 연구원,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,999,유료,18000.0,2.0,79001,,,경기 김포시,학교
444,꽃차&전통차 문화 진료체험센터,꽃차&전통차 문화 진로체험센터,개인사업장,기타,현장직업체험형,Y,Y,Y,35.19705255182145,129.093161299314,10,유료,20000.0,2.0,79001,,,부산 동래구,체험처
443,대기환경기술자 진로체험 풍력자동차 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,자연과학 연구원 및 시험원,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,999,유료,15000.0,2.0,79001,,,경기 김포시,학교
442,[경기남부·강원] 한국과학창의재단_자율주행 소프트웨어 엔지니어 : 라인트레이싱 코딩으로 미래차 기술 탐구,한국과학창의재단,공공기관/공기업,자동차공학,강연형,,Y,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
441,[경기남부·강원] 한국과학창의재단_내 손으로 만든 레고 로봇을 코딩하라 : SW개발자·AI개발자 되어보기,한국과학창의재단,공공기관/공기업,컴퓨터/인공지능,강연형,Y,,,37.500722082344,127.030768815378,30,무료,,2.0,79001,5.0,,서울 강남구,학교
440,[경기남부·강원] 한국과학창의재단_센서로 장애물을 피하는 자동차 만들기 : 자율주행 엔지니어 되기,한국과학창의재단,공공기관/공기업,자동차공학,강연형,Y,,,37.517331925853,127.047377408384,30,무료,,2.0,79001,5.0,,서울 강남구,학교
439,[경기남부·강원] 한국과학창의재단_AI 사이버보안 실습  : 해커의 눈으로 배우는 보안 탐구,한국과학창의재단,공공기관/공기업,정보보안 전문가,강연형,,Y,Y,37.500722082344,127.030768815378,250,무료,,4.0,79001,5.0,,서울 강남구,학교
438,항공공학 전동비행기 제작 메이커 프로그램,나무그루사회적협동조합,학교/대학교,항공기·선박·철도 조종사 및 관제사,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,999,유료,15000.0,2.0,79001,,,경기 김포시,학교
437,하이브리드듀얼커 제작 메이커 프로그램 _그린모빌리티연구원 진로체험,나무그루사회적협동조합,학교/대학교,환경공학 기술자 및 연구원,직업실무체험형,Y,Y,,37.6526872823425,126.637967502353,1000,유료,17000.0,2.0,79001,,,경기 김포시,학교
436,VR 시뮬레이터를 활용한 기술 혁신 체험,인덕과학기술고등학교,학교/대학교,용접및특수가공,학과체험형,,Y,,37.631323813774536,127.05596442913205,5,무료,,2.0,79001,,,서울 노원구,학교
435,ai를 활용한 숏폼 제작,SBS아카데미컴퓨터아트학원 천안지점,민간기업,미디어 콘텐츠 디자이너,직업실무체험형,,,Y,36.8153477619773,127.108718302549,14,무료,,3.0,79001,,62001.0,충남 천안시,체험처
434,[경기남부·강원] 한국과학창의재단_몸을 회복시키는 기술 — 작업치료사·의료용 로봇 전문가 체험,한국과학창의재단,공공기관/공기업,로보틱스/로봇공학,강연형,,Y,,37.500722082344,127.030768815378,80,무료,,2.0,79001,,,서울 강남구,학교
433,[경기남부·강원] 한국과학창의재단_농촌을 바꾸는 디지털 마케터 : 스마트 농업 & 지역브랜딩 체험,한국과학창의재단,공공기관/공기업,농림경영,강연형,,Y,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
432,[경기남부·강원] 한국과학창의재단_데이터로 세상을 읽는다 : 빅데이터 분석가 체험,한국과학창의재단,공공기관/공기업,디지털전자공학,강연형,,Y,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
431,[경기남부·강원] 한국과학창의재단_미래 게임개발자 프로젝트 : 인공지능과 게임산업 이야기,한국과학창의재단,공공기관/공기업,공학,강연형,,Y,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
430,3D프린팅을 활용한 나만의 키링 만들기,인덕과학기술고등학교,학교/대학교,구조설계및CAE,학과체험형,,Y,,37.63192754921968,127.05580627695896,10,무료,,2.0,79001,,,서울 노원구,학교
429,[경기북부] 한국과학창의재단_스포츠재활 전문가: 몸의 힘을 읽다,한국과학창의재단,공공기관/공기업,스포츠물리치료학,강연형,,Y,Y,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
428,[경기북부] 한국과학창의재단_생성형 AI 3D 디자인 스튜디오: AI 3D 모델러,한국과학창의재단,공공기관/공기업,컴퓨터그래픽스모델링,강연형,,,Y,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
427,[경기북부] 한국과학창의재단_한의학 전문가: 전통의학과 미래 헬스케어,한국과학창의재단,공공기관/공기업,한의학,강연형,,,Y,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
426,[경기남부·강원] 한국과학창의재단_해피드리밍 : 방방콕콕 미래일주,한국과학창의재단,공공기관/공기업,데이터 전문가,강연형,,Y,,37.500722082344,127.030768815378,15,무료,,2.0,79001,,,서울 강남구,학교
425,[경기남부·강원] 한국과학창의재단_호기심 연구소: 스마트 그린 팟,한국과학창의재단,공공기관/공기업,농업자원/환경,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,학교
424,[경기남부·강원] 한국과학창의재단_AI 리터러시 및 윤리 교육 – 바른 AI 윤리 탐험대,한국과학창의재단,공공기관/공기업,인터넷정보처리,강연형,Y,,,37.500722082344,127.030768815378,100,무료,,4.0,79001,5.0,,서울 강남구,학교
423,[경기남부·강원] 한국과학창의재단_내 아이디어로 만드는 굿즈 프로젝트,한국과학창의재단,공공기관/공기업,상품 기획자,강연형,Y,Y,,37.500722082344,127.030768815378,90,무료,,2.0,79001,,,서울 강남구,학교
422,[경기북부] 한국과학창의재단_XR의 세계! 실감미디어 콘텐츠 디자이너,한국과학창의재단,공공기관/공기업,가상현실,강연형,,,Y,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
421,"[경기북부] 한국과학창의재단_AI 카메라, 세상을 읽다! 영상 분석 전문가",한국과학창의재단,공공기관/공기업,인공지능,강연형,,Y,Y,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
420,[경기북부] 한국과학창의재단_스포츠 데이터 분석가: 미래의 국가대표 데이터 분석가,한국과학창의재단,공공기관/공기업,스포츠경영,강연형,,Y,Y,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
419,[경기남부·강원] 한국과학창의재단_미래 에너지 연구소 : 에너지 변환의 비밀,한국과학창의재단,공공기관/공기업,에너지·환경공학 기술자 및 시험원,강연형,Y,Y,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
418,[경기남부·강원] 한국과학창의재단_나만의 게임 만들기 프로젝트,한국과학창의재단,공공기관/공기업,문화·예술 기획자 및 매니저,강연형,Y,,,37.500722082344,127.030768815378,15,무료,,4.0,79001,,,서울 강남구,학교
417,[경기남부·강원] 한국과학창의재단_반도체 버스 이야기,한국과학창의재단,공공기관/공기업,반도체공정,강연형,Y,,,37.500722082344,127.030768815378,15,무료,,2.0,79001,,,서울 강남구,학교
416,[경기남부·강원] 한국과학창의재단_상상력 게임 연구소,한국과학창의재단,공공기관/공기업,공학,강연형,Y,,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
415,[경기북부] 한국과학창의재단_스마트시티 비밀 탐험대: 도시데이터 분석,한국과학창의재단,공공기관/공기업,도시·교통 전문가,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
414,"[경기북부] 한국과학창의재단_로켓의 비밀, 우주 소프트웨어 연구소",한국과학창의재단,공공기관/공기업,항공우주과학,강연형,Y,Y,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
413,[경기북부] 한국과학창의재단_AI 실험실! 데이터로 배우는 인공지능,한국과학창의재단,공공기관/공기업,인공지능,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
412,[경기남부·강원] 한국과학창의재단_AI 스마트 비전 기술 탐구,한국과학창의재단,공공기관/공기업,데이터·네트워크 및 시스템 운영 전문가,강연형,,Y,,37.500722082344,127.030768815378,90,무료,,2.0,79001,,,서울 강남구,학교
411,[경기남부·강원] 한국과학창의재단_지구를 구하는 에너지,한국과학창의재단,공공기관/공기업,에너지·환경공학 기술자 및 시험원,강연형,Y,,,37.500722082344,127.030768815378,30,무료,,2.0,79001,,,서울 강남구,학교
410,"[경기남부·강원] 한국과학창의재단_AI 비전, 계산대를 부탁해!",한국과학창의재단,공공기관/공기업,데이터베이스,강연형,Y,,,37.500722082344,127.030768815378,180,무료,,2.0,79001,,,서울 강남구,학교
409,[경기남부·강원] 한국과학창의재단_브릭으로 만나는 항공우주 이야기,한국과학창의재단,공공기관/공기업,소프트웨어 개발자,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
408,[경기북부] 한국과학창의재단_로봇으로 문제를 해결하는 직업: 로봇공학자,한국과학창의재단,공공기관/공기업,로보틱스/로봇공학,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
407,[경기북부] 한국과학창의재단_스포츠 의학 분야 직업 세계: 데이터와 의학의 만남,한국과학창의재단,공공기관/공기업,스포츠의학,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
406,[경기북부] 한국과학창의재단_도시를 바꾸는 기술: 스마트시티 기획,한국과학창의재단,공공기관/공기업,도시개발/계획,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,체험처
405,[경기남부·강원] 한국과학창의재단_탄소중립 업사이클링 이야기,한국과학창의재단,공공기관/공기업,기타,강연형,Y,,,37.500722082344,127.030768815378,50,무료,,2.0,79001,5.0,,서울 강남구,학교
404,[경기남부·강원] 한국과학창의재단_내가 꿈꾸는 스마트홈 만들기,한국과학창의재단,공공기관/공기업,건설·채굴직,직업실무체험형,Y,,,37.500722082344,127.030768815378,120,무료,,2.0,79001,5.0,,서울 강남구,체험처
403,[경기북부] 한국과학창의재단_미래 하늘 직업 탐험: 드론·무인항공기,한국과학창의재단,공공기관/공기업,항공우주과학,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,학교
402,[경기북부] 한국과학창의재단_사이버 탐정단 출동! 디지털 안전관리,한국과학창의재단,공공기관/공기업,인터넷보안,강연형,Y,,,37.500722082344,127.030768815378,20,무료,,2.0,79001,,,서울 강남구,학교
401,미래를 코딩하다: 디지털 기술과 함께하는 프로젝트,모세사,개인사업장,통신공학 기술자 및 연구원,직업실무체험형,Y,Y,,36.4898161563742,127.258945240294,20,유료,15000.0,2.0,79001,,,세종 세종시,학교
