NO,체험프로그램명,체험처명,체험처유형,체험프로그램 직업유형,체험유형,초등학교대상여부,중학교대상여부,고등학교대상여부,위도,경도,체험인원,유무료구분,유료금액,체험시간,대면비대면구분,안전도,교육기부인증기관여부,체험지역명,체험진행장소
1000,업사이클링 제스모나이트로 완성하는 공간 오브제,스페이스민,개인사업장,제품 디자이너,직업실무체험형,Y,Y,Y,37.2758569444677,127.151277088807,20,유료,30000.0,2.0,79001,,,경기 용인시,학교
999,한성대학교 학술정보관에서 대학도서관 사서 체험해보기,한성대 학술정보관,학교/대학교,학예사·사서·기록물관리사,현장직업체험형,,Y,Y,37.58257503113074,127.01074404764512,15,무료,,2.0,79001,,,서울 성북구,체험처
998,캔버스 아크릴화 그림 그리기,아트리유 미술학원,개인사업장,시각 디자이너,직업실무체험형,Y,Y,Y,37.6106958004184,127.060517642829,6,유료,30000.0,60.0,79001,,,서울 성북구,체험처
997,자이언트플라워 아티스트 & 공간연출가 진로체험,스페이스민,개인사업장,실내장식 디자이너,직업실무체험형,,Y,Y,37.2758569444677,127.151277088807,20,유료,30000.0,2.0,79001,,,경기 용인시,학교
996,"[의료+생명윤리] 1분 안에 결정하라, 누구를 먼저 살릴까?: 트리아지로 배우는 응급의학",바로교육연구소,민간기업,응급구조사,직업실무체험형,,Y,Y,35.1641188069357,126.860692576666,30,유료,20000.0,4.0,79001,,,광주 서구,학교
995,"[환경+데이터] 2050년, 우리 도시는 살아남을까?: 기후 데이터로 그리는 미래 생존 설계",바로교육연구소,민간기업,환경공학일반,직업실무체험형,,Y,Y,35.1641188069357,126.860692576666,30,유료,20000.0,4.0,79001,,,광주 서구,학교
994,[국제이해+협상] 내가 한 나라의 대표라면?: 모의 UN 세계시민 프로젝트,바로교육연구소,민간기업,외교사/외교학사,직업실무체험형,,Y,Y,35.1641188069357,126.860692576666,30,유료,20000.0,4.0,79001,,,광주 서구,학교
993,[인문+비판적사고] 정답 없는 질문에 맞서는 법: 하브루타로 기르는 생각의 근육,바로교육연구소,민간기업,인문학,직업실무체험형,,Y,Y,35.1641188069357,126.860692576666,30,유료,20000.0,4.0,79001,,,광주 서구,학교
992,[공학+사회혁신] 30만 원으로 세상을 구할 수 있을까?: 적정기술 발명 프로젝트,바로교육연구소,민간기업,공학,직업실무체험형,,Y,Y,35.1641188069357,126.860692576666,30,유료,25000.0,4.0,79001,,,광주 서구,학교
991,[심리+상담] 말 안 해도 네 마음이 보여?: 심리검사·프로파일링으로 떠나는 마음 탐험,바로교육연구소,민간기업,사회복지사 및 상담사,직업실무체험형,,Y,Y,35.1641188069357,126.860692576666,30,유료,20000.0,4.0,79001,,,광주 서구,학교
990,"[리더십+의사결정] 무인도에 떨어진 우리 팀, 살아남을까?: 생존 시뮬레이션 리더십",바로교육연구소,민간기업,경영학,직업실무체험형,,Y,Y,35.1641188069357,126.860692576666,30,유료,20000.0,4.0,79001,,,광주 서구,학교
989,[기업가정신+회복탄력성] 잘 넘어지는 법을 배웁니다: 실패 이력서로 시작하는 진짜 도전,바로교육연구소,민간기업,창업/벤처기업,직업실무체험형,,Y,Y,35.16407124897653,126.86206117855345,30,유료,20000.0,4.0,79001,,,광주 서구,학교
988,"'너에게 꽃을 선물할께' 프리저브드 플라워, 플로리스트 체험",스페이스민,개인사업장,실내장식 디자이너,직업실무체험형,Y,Y,Y,37.2758569444677,127.151277088807,20,유료,25000.0,2.0,79001,,,경기 용인시,학교
987,"파티를 기획하는 사람들, 파티플래너",스페이스민,개인사업장,컨벤션/이벤트산업,직업실무체험형,Y,Y,Y,37.2758569444677,127.151277088807,20,유료,20000.0,2.0,79001,,,경기 용인시,체험처
986,차(茶)로 만나는 진로체험 -보이차와 차문화이야기,지유명차 (군산장항점),개인사업장,미용·여행·숙박·음식·경비·청소직,현장직업체험형,Y,Y,Y,36.0148831077205,126.705047320981,5,유료,15000.0,2.0,79001,,,충남 서천군,학교
985,송산포도팜스토리 진로체험,송산포도팜스토리,개인사업장,과수작물 재배원,현장견학형,Y,Y,Y,37.22102956164044,126.7336103463904,10,유료,300000.0,1.0,79001,,,경기 화성시,체험처
984,[자기주도학습+뇌과학] 공부했는데 왜 다 까먹지?: 뇌과학으로 설계하는 나만의 공부 전략,바로교육연구소,민간기업,학습심리,직업실무체험형,,Y,Y,35.164016604197954,126.8615673391934,30,유료,20000.0,4.0,79001,,,광주 서구,학교
983,"무궁화 만들기- 플라워디자이너,공예가 체험",스페이스민,개인사업장,공예,직업실무체험형,Y,Y,Y,37.2758569444677,127.151277088807,20,유료,15000.0,2.0,79001,,,경기 용인시,학교
982,현장직업체험 꿈찾기 - 목공예가(아르보공방),아르보공방,개인사업장,제품 디자이너,현장직업체험형,Y,Y,Y,35.6293557194596,129.355334630637,20,무료,,2.0,79001,,,울산 북구,체험처
981,사각 휴지 케이스,LEE한지갤러리,개인사업장,제품 디자이너,현장직업체험형,,Y,,36.72571239024519,129.2237974397329,20,무료,,2.0,79001,,,경북 영양군,체험처
980,2단 서랍장 만들기,LEE한지갤러리,개인사업장,제품 디자이너,현장직업체험형,Y,,,36.72564014566835,129.22380654767252,20,무료,,2.0,79001,,,경북 영양군,체험처
979,2026학년도 농산어촌 6차산업 진로탐색 프로그램(고등학교),국립순천대학교,학교/대학교,기타,현장직업체험형,,,Y,34.9668096819807,127.480810228505,30,무료,,3.0,79001,,62001.0,전남 순천시,학교
978,충북아쿠아리움 현장견학 및 체험운영 프로그램,충북아쿠아리움,공공기관/공기업,어업 종사자,현장견학형,Y,Y,Y,36.80778328072496,127.81833478293252,50,무료,,5.0,79001,,62001.0,충북 괴산군,체험처
977,"시들지 않는 꽃, 프리저브드",두림플라워,개인사업장,기타,직업실무체험형,Y,Y,Y,36.8446487977106,127.445557382514,30,유료,25000.0,2.0,79001,,,충북 진천군,학교
976,2026학년도 농산어촌 6차산업 진로탐색 프로그램(중학교),국립순천대학교,학교/대학교,기타,강연형,,Y,,34.9668096819807,127.480810228505,15,무료,,3.0,79001,,62001.0,전남 순천시,학교
975,환경원예직업체험_반려식물 테라리움 만들기,스페이스민,개인사업장,실내장식 디자이너,직업실무체험형,Y,Y,Y,37.2758569444677,127.151277088807,20,유료,25000.0,2.0,79001,,,경기 용인시,학교
974,학교로 찾아가는 인성교육 프로그램(한림초등학교),김해시청소년센터,청소년/시민단체,기타,강연형,Y,,,35.32400694712735,128.7986545539856,60,무료,,2.0,79001,,62001.0,경남 김해시,체험처
973,학교로 찾아가는 인성교육 프로그램(주촌초등학교),김해시청소년센터,청소년/시민단체,기타,강연형,Y,,,35.23294986670014,128.83856645011377,140,무료,,3.0,79001,,62001.0,경남 김해시,체험처
972,학교로 찾아가는 인성교육 프로그램(김해외동초등학교),김해시청소년센터,청소년/시민단체,청소년 지도사,강연형,Y,,,35.232906898717175,128.85819319711172,204,무료,,2.0,79001,,62001.0,경남 김해시,체험처
971,학교로 찾아가는 인성교육 프로그램(김해활천초등학교),김해시청소년센터,청소년/시민단체,기타,강연형,Y,,,35.23232360086865,128.91866575036534,420,무료,,2.0,79001,,62001.0,경남 김해시,학교
970,(곤충) Bee의 Lab소디,국립청소년생태센터,공공기관/공기업,자연과학 연구원 및 시험원,직업실무체험형,,Y,,35.11261665428992,128.948745285593,30,유료,23000.0,2.0,79001,,62001.0,부산 사하구,체험처
969,[학교방문형] 원목 동물조각 키링 만들기 클래스,나담 나무공방,민간기업,목제품 제조원,직업실무체험형,Y,Y,Y,37.2061033746786,127.07245869368,5,유료,12000.0,2.0,79001,,62001.0,경기 화성시,학교
968,제과제빵 (마들렌만들기),I CAKE U,개인사업장,기타 조리사,현장직업체험형,Y,Y,,37.6065361701432,127.029010983176,12,유료,20000.0,2.0,79001,,,서울 성북구,체험처
967,뷰티프로그램-왁서 미용 직업 체험,미우아카데미(라인아카데미미용학원),개인사업장,기타 미용 서비스원,현장직업체험형,Y,Y,Y,35.20260456246632,128.57297218282403,10,유료,20000.0,2.0,79001,,62001.0,경남 창원시,체험처
966,뷰티프로그램-메이크업아티스트 미용 직업 체험,미우아카데미(라인아카데미미용학원),개인사업장,메이크업 아티스트 및 분장사,현장직업체험형,Y,Y,Y,35.20264975572828,128.57296207437264,10,유료,20000.0,2.0,79001,,62001.0,경남 창원시,체험처
965,뷰티프로그램-특수분장사 미용 직업 체험,미우아카데미(라인아카데미미용학원),개인사업장,메이크업 아티스트 및 분장사,현장직업체험형,Y,Y,Y,35.202631735475975,128.57296172682976,10,유료,20000.0,2.0,79001,,62001.0,경남 창원시,체험처
964,뷰티프로그램-뷰티아티스트 미용 직업 체험,미우아카데미(라인아카데미미용학원),개인사업장,메이크업 아티스트 및 분장사,현장직업체험형,Y,Y,Y,35.2026410308617,128.57293994597512,10,유료,20000.0,2.0,79001,,62001.0,경남 창원시,체험처
963,뷰티프로그램-피부관리사 미용 직업 체험,미우아카데미(라인아카데미미용학원),개인사업장,메이크업 아티스트 및 분장사,현장직업체험형,Y,Y,Y,35.202622867979976,128.57295057574785,10,유료,20000.0,2.0,79001,,62001.0,경남 창원시,체험처
962,계절을 담은 플로리스트 체험 및 플라워클래스,화랑채,개인사업장,기타,현장직업체험형,Y,Y,Y,35.1657378900756,129.13239129631626,20,유료,35000.0,2.0,79001,,,부산 해운대구,체험처
961,허브 솔트 만들기,농업회사법인 제론팜주식회사,민간기업,주방장 및 요리 연구가,현장직업체험형,,,Y,34.5933857449084,126.803189566019,20,유료,30000.0,3.0,79001,,62001.0,전남 강진군,체험처
960,허브 생초에이드 만들기,농업회사법인 제론팜주식회사,민간기업,음료 조리사,현장직업체험형,Y,Y,Y,34.5933857449084,126.803189566019,25,유료,20000.0,1.0,79001,,62001.0,전남 강진군,체험처
959,로즈마리 허브 생화 리스만들기,농업회사법인 제론팜주식회사,민간기업,공예원,현장직업체험형,Y,Y,Y,34.5933857449084,126.803189566019,20,유료,30000.0,2.0,79001,,62001.0,전남 강진군,체험처
958,지구를 살리는 흙공 만들기,농업회사법인 제론팜주식회사,민간기업,자연과학 연구원,현장직업체험형,Y,Y,Y,34.5933857449084,126.803189566019,30,유료,30000.0,2.0,79001,,62001.0,전남 강진군,체험처
957,허브 삽목 화분 만들기,농업회사법인 제론팜주식회사,민간기업,원예작물 재배원,현장직업체험형,Y,Y,Y,34.5933857449084,126.803189566019,25,유료,15000.0,1.0,79001,,62001.0,전남 강진군,체험처
956,유스아트케이션(고성중학교 연계),고성진로교육지원센터,공공기관/공기업,소프트웨어 개발자,직업실무체험형,,Y,,34.97857403795117,128.30589062029406,75,무료,,3.0,79001,,,경남 고성군,학교
955,[생태전환교육]와글와글생태계마을,영암곤충박물관,민간기업,환경교육학,현장직업체험형,Y,Y,,34.79088455369961,126.68539105475644,120,유료,79000.0,2.0,79001,,62001.0,전남 영암군,학교
954,허브 스머지스틱 만들기,농업회사법인 제론팜주식회사,민간기업,공예원,현장직업체험형,Y,Y,Y,34.5933857449084,126.803189566019,25,유료,20000.0,1.0,79001,,62001.0,전남 강진군,체험처
953,연극관람을 통한 진로체험학습[염쟁이유씨/남사친여사진/노맨틱코미디/슈만],소명(소명아트홀),개인사업장,공연·영화 및 음반 기획자,현장견학형,Y,Y,Y,36.6396572623075,127.488903310341,200,유료,20000.0,2.0,79001,,62001.0,충북 청주시,체험처
952,유기농 허브 식초 만들기,농업회사법인 제론팜주식회사,민간기업,원예작물 재배원,현장직업체험형,Y,Y,Y,34.5933857449084,126.803189566019,25,유료,20000.0,2.0,79001,,62001.0,전남 강진군,체험처
951,3D프린터로 출력한 키캡 꾸미기,솜씨정원 부산디지털공예교육센터,개인사업장,금속·재료공학 기술자 및 연구원,직업실무체험형,Y,Y,Y,35.0747089294895,129.066868152343,30,유료,13000.0,2.0,79001,,,부산 영도구,학교
950,찾아가는 사회복지사 진로탐색 및 노인유사체험,대구북부노인보호전문기관,민간기업,사회복지사,강연형,Y,Y,Y,35.886656944862594,128.5754718863328,50,무료,,1.0,79001,,62001.0,대구 서구,체험처
949,레스토랑 대표로부터 듣는 창업 & 성공 노하우,EXPER2(익스퍼2),개인사업장,주방장 및 요리 연구가,직업실무체험형,,Y,Y,37.56911380455862,126.82683583562402,30,유료,15000.0,1.0,79001,,62001.0,서울 강서구,학교
948,호텔리어와 함께하는 서비스 특강,EXPER2(익스퍼2),개인사업장,숙박시설 서비스원,현장직업체험형,,Y,Y,37.56911380455862,126.82683583562402,30,유료,15000.0,1.0,79001,,62001.0,서울 강서구,학교
947,전문 바텐더처럼 칵테일 제조!,EXPER2(익스퍼2),개인사업장,바텐더,현장직업체험형,,Y,Y,37.56911380455862,126.82683583562402,30,유료,15000.0,1.0,79001,,62001.0,서울 강서구,체험처
946,서울시 글로벌 창업 페스티벌,서울경제진흥원,공공기관/공기업,창업/벤처기업,현장견학형,Y,Y,Y,37.567114038819966,127.00987025584344,2000,무료,,4.0,79001,,,서울 동대문구,체험처
945,"토탈공예 체험(칠보,가죽,천연염색 등)",희문화창작공간,개인사업장,공예원,현장직업체험형,,Y,,34.8002562010896,126.6977202351246,20,유료,25000.0,3.0,79001,,62001.0,전남 영암군,체험처
944,왕인의 숨결을 찾아서(한지공예 체험) - 출강가능,희문화창작공간,개인사업장,공예원,현장직업체험형,,Y,,34.80068275787989,126.69888795654788,20,유료,25000.0,3.0,79001,,62001.0,전남 영암군,체험처
943,도시농업관리사 직업체험,스페이스민,개인사업장,원예작물 재배원,직업실무체험형,Y,Y,Y,37.2758569444677,127.151277088807,20,유료,25000.0,2.0,79001,,,경기 용인시,학교
942,[찾아가는 진로 콘서트 - 숨은 음악 재능 찾기],매니웨어(MANYWHERE),개인사업장,가수 및 성악가,직업실무체험형,Y,Y,Y,37.0280194364069,127.28900313398,100,유료,10000.0,1.0,79001,,,경기 안성시,학교
941,바리스타 챔피언과 함께하는 바리스타 체험,EXPER2(익스퍼2),개인사업장,음료 조리사,현장직업체험형,,Y,Y,37.56911380455862,126.82683583562402,30,유료,15000.0,1.0,79001,,62001.0,서울 강서구,체험처
940,환경 업사이클링 디자이너｜수제종이 만들기 진로체험,스페이스민,개인사업장,시각 디자이너,직업실무체험형,Y,Y,Y,37.2758569444677,127.151277088807,15,유료,25000.0,2.0,79001,,,경기 용인시,학교
939,나를 닮은 배나무 친구 찾기,신성 배마을,개인사업장,과수작물 재배원,현장견학형,Y,,,36.9945265646255,127.179092245807,20,유료,15000.0,2.0,79001,,,경기 안성시,체험처
938,나만의 수제도장 새기기,아트.애현,개인사업장,작가,직업실무체험형,Y,Y,Y,36.1373343282481,127.509284984354,15,유료,17000.0,2.0,79001,,62001.0,충남 금산군,학교
937,꿀벌과 함께하는 양봉가 진로체험,이레농장꿀단지,개인사업장,기타 사육 종사원,현장견학형,Y,Y,Y,36.462153781921245,128.1002070021339,20,유료,20000.0,2.0,79001,,,경북 상주시,체험처
936,<죽여주는이야기>연극관람을 통한 진로체험학습,소명(소명아트홀),개인사업장,연극·영화·방송 전문가,현장견학형,Y,Y,Y,36.6396572623075,127.488903310341,200,유료,20000.0,2.0,79001,,62001.0,충북 청주시,체험처
935,드론축구,미래모빌리티전문교육원,민간기업,기타,강연형,Y,Y,Y,36.2573782903141,126.920299932179,20,유료,30000.0,3.0,79001,,,충남 부여군,체험처
934,2026 한국공학대학교 SW·AI 비전캠프 「미래를 여는 SW·AI」,프로브,민간기업,소프트웨어 개발자,캠프형,,Y,Y,37.3398410901056,126.73395865404942,120,무료,,6.0,79001,,,경기 시흥시,학교
933,항공(드론)측량전문가,미래모빌리티전문교육원,민간기업,기타,강연형,Y,Y,Y,36.2573782903141,126.920299932179,15,유료,30000.0,3.0,79001,,,충남 부여군,체험처
932,전통문양 금속풍경 만들기,진천종박물관,공공기관/공기업,학예사 및 문화재 보존원,현장직업체험형,Y,Y,Y,36.87070344933397,127.41372829852196,50,유료,25000.0,2.0,79001,,,충북 진천군,체험처
931,나는 가구 디자이너가 될거야~~,(주) 나무향기,민간기업,목제품 제조원,직업실무체험형,Y,Y,Y,36.86037288001303,127.44478002023423,50,유료,25000.0,2.0,79001,,,충북 진천군,학교
930,네일아트 체험,너의 네일.은,개인사업장,기타 미용 서비스원,직업실무체험형,,Y,Y,36.855378991826,127.435536085976,25,유료,25000.0,2.0,79001,,62001.0,충북 진천군,학교
929,플로리스트의 작업실-리스 디자인 체험,스페이스민,개인사업장,실내장식 디자이너,직업실무체험형,Y,Y,Y,37.2758569444677,127.151277088807,20,유료,35000.0,1.0,79001,,,경기 용인시,학교
928,레진 워리스톤,피치팡팡 공방,개인사업장,소규모 상점 경영 및 일선 관리 종사자,직업실무체험형,Y,,,36.6462399067515,127.474937035463,20,유료,30000.0,2.0,79001,,,충북 청주시,학교
927,힐링해피데이,플로레스따,개인사업장,화훼원예,학과체험형,Y,Y,,36.590197613683,127.904962117127,10,유료,40000.0,2.0,79001,,,경북 상주시,학교
926,[찾아가는](직업체험) 쇼콜라티에 ★전국★,재능개발연구소,민간기업,주방장 및 요리 연구가,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,20000.0,2.0,79001,,62001.0,광주 북구,학교
925,[찾아가는] 푸드크리에이터  – SNS 디저트 만들기★전국★,재능개발연구소,민간기업,주방장 및 요리 연구가,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,12000.0,2.0,79001,,62001.0,광주 북구,학교
924,[찾아가는](직업체험)푸드스타일리스트 – 식빵 카나페 만들기 ★전국★,재능개발연구소,민간기업,주방장 및 요리 연구가,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,12000.0,2.0,79001,,62001.0,광주 북구,체험처
923,문미러 아트,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,45000.0,1.0,79001,,,광주 동구,체험처
922,클레이 거울,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,40000.0,1.0,79001,,,광주 동구,체험처
921,수채화,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,15000.0,1.0,79001,,,광주 동구,체험처
920,식용 텍스처 케이크,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,38000.0,1.5,79001,,,광주 동구,체험처
919,아이패드 굿즈제작,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,38000.0,2.0,79001,,,광주 동구,체험처
918,별자리액자,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,70000.0,2.0,79001,,,광주 동구,체험처
917,힙팟,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,38000.0,2.0,79001,,,광주 동구,체험처
916,[찾아가는] ESG 화장품연구원 – 천연비누 개발하기 ★전국★,재능개발연구소,민간기업,자연과학 연구원,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,20000.0,2.0,79001,,62001.0,광주 북구,학교
915,[캘리그라피]실링왁스를 이용한 플라워 액자 만들기,예쁜캘리&예쁜피오피,개인사업장,문리·어학 강사,현장직업체험형,Y,Y,Y,36.19554767830471,127.08957580650252,30,유료,25000.0,2.0,79001,,62001.0,충남 논산시,학교
914,[찾아가는] ESG 화장품연구원 – 친환경 화장품 개발하기 ★전국★,재능개발연구소,민간기업,자연과학 연구원,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,25000.0,2.0,79001,,62001.0,광주 북구,학교
913,유화 구상화,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,20000.0,1.0,79001,,,광주 동구,체험처
912,[찾아가는] (조향사) AI기반_나만의 디퓨저 만들기 ★전국★,재능개발연구소,민간기업,기타 미용 서비스원,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,30000.0,2.0,79001,,62001.0,광주 북구,학교
911,피자시계,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,35000.0,2.0,79001,,,광주 동구,체험처
910,패브릭 북커버,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,38000.0,1.0,79001,,,광주 동구,체험처
909,[찾아가는] (조향사) AI기반_나만의 K-퍼퓸 만들기 ★전국★,재능개발연구소,민간기업,기타 미용 서비스원,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,30000.0,2.0,79001,,62001.0,광주 북구,학교
908,모루 인형 키링,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,30000.0,1.0,79001,,,광주 동구,체험처
907,오일파스텔,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,20000.0,1.0,79001,,,광주 동구,체험처
906,패브릭 캘린더,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,20000.0,1.0,79001,,,광주 동구,체험처
905,석고모빌,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,,,35.1501315453104,126.919984529801,20,유료,25000.0,1.0,79001,,,광주 동구,체험처
904,[업사이클링 공예] 발포세라믹 도우아트 오브제 만들기(친환경공예),러브잇아뜰리에,개인사업장,공예,강연형,Y,,,34.6831114882031,126.91352498033,10,유료,20000.0,2.0,79001,,,전남 장흥군,학교
903,백드롭 페인팅,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,15000.0,1.0,79001,,,광주 동구,체험처
902,크림 클레이 케이크,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,40000.0,2.0,79001,,,광주 동구,체험처
901,친환경 에코 레진을 활용한 나만의 인테리어 오브제 만들기,유니레진,개인사업장,기타,현장직업체험형,Y,Y,Y,37.592722716646,126.919246903907,6,유료,38000.0,2.0,79001,,,서울 은평구,체험처
900,[진로체험] 하바리움 공예 및 플로리스트 작가 체험,유니레진,개인사업장,기타,현장직업체험형,Y,Y,Y,37.592722716646,126.919246903907,6,유료,50000.0,2.0,79001,,,서울 은평구,체험처
899,투명한 감성을 담는 UV 레진아트 & 공예 디자이너 진로 탐색,유니레진,개인사업장,기타,현장직업체험형,Y,Y,Y,37.592722716646,126.919246903907,6,유료,30000.0,2.0,79001,,,서울 은평구,체험처
898,전통온돌체험,온돌연구소농업회사법인주식회사,민간기업,기타,현장직업체험형,Y,Y,,36.8750442086219,127.380756698777,50,유료,25000.0,2.0,79001,,,충북 진천군,체험처
897,인권과 슬기로운 생활,인권교육공동체 숲,청소년/시민단체,기타,강연형,Y,Y,Y,36.3364613374679,127.392819518835,30,유료,5000.0,1.0,79001,,,대전 서구,체험처
896,텍스처 페인팅,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,15000.0,1.0,79001,,,광주 동구,학교
895,플루이드 아트,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,20000.0,1.0,79001,,,광주 동구,체험처
894,플루이드비치,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,25000.0,1.0,79001,,,광주 동구,체험처
893,오브제 커스텀,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,35000.0,2.0,79001,,,광주 북구,학교
892,한국화학연구원 방문견학 프로그램,한국화학연구원(대전본원),공공기관/공기업,자연과학 연구원,현장견학형,,Y,Y,36.38568064488504,127.35859894462496,40,무료,,2.0,79001,,,대전 유성구,체험처
891,액션오브제,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,33000.0,1.0,79001,,,광주 동구,체험처
890,액션페인팅,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.149016338246355,126.91964651711292,20,유료,38000.0,1.0,79001,,,광주 북구,체험처
889,피지컬 AI 재난대응센터 – 미래기술 융합 프로젝트 진로체험,드림에듀(유),민간기업,인공지능/전문가시스템응용,캠프형,Y,Y,,35.8187213062947,127.104470417636,100,유료,50000.0,12.0,79001,,62001.0,전북 전주시,학교
888,[전남광주]생체인식전문가 진로체험 (생체인식로봇 제작 체험),재능개발연구소,민간기업,로봇공학 기술자 및 연구원,직업실무체험형,Y,Y,,35.2011358209255,126.90030323627,20,유료,14000.0,2.0,79001,,62001.0,광주 북구,학교
887,[전남광주]로봇제어엔지니어 진로체험 (원격조종 로봇 제작 체험),재능개발연구소,민간기업,로봇공학 기술자 및 연구원,직업실무체험형,Y,Y,Y,35.2011358209255,126.90030323627,20,유료,24000.0,2.0,79001,,62001.0,광주 북구,학교
886,[전남광주] IoT전문가 진로체험 (블루투스 스피커 제작 체험),재능개발연구소,민간기업,통신공학 기술자 및 연구원,직업실무체험형,Y,Y,,35.2011358209255,126.90030323627,20,유료,13000.0,2.0,79001,,62001.0,광주 북구,학교
885,진로특강과 함께하는 도자기체험(머그컵그리기),(유)위시아트랩,민간기업,시각 디자이너,현장직업체험형,Y,Y,Y,35.82948040716349,127.02387187111118,10,유료,30000.0,2.0,79001,,,전북 완주군,학교
884,진로특강과 함께하는 도자기체험(흙으로 빚어 만드는 접시),(유)위시아트랩,민간기업,시각 디자이너,현장직업체험형,Y,Y,Y,35.82831769262805,127.0243197364628,6,유료,40000.0,2.0,79001,,,전북 완주군,체험처
883,[찾아가는](직업체험) 디저트메뉴개발자 프로젝트 – 퓨전디저트 만들기 ★전국★,재능개발연구소,민간기업,주방장 및 요리 연구가,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,12000.0,2.0,79001,,62001.0,광주 북구,학교
882,[찾아가는](직업체험) 푸드테라피스트 프로젝트 – 감정 컵케이크 만들기 ★전국★,재능개발연구소,민간기업,주방장 및 요리 연구가,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,13000.0,2.0,79001,,62001.0,광주 북구,학교
881,푸어링 오브제,주식회사 치른시빌,민간기업,작가,직업실무체험형,Y,Y,Y,35.1501315453104,126.919984529801,20,유료,33000.0,1.0,79001,,,광주 동구,체험처
880,[전남광주](스타트업 캠프) 디자인씽킹 문제 해결 프로젝트 – 창의적 사고로 배우는 창업 체험,재능개발연구소,민간기업,상품 기획자,캠프형,Y,Y,Y,35.2011358209255,126.90030323627,1,유료,28000.0,4.0,79001,,62001.0,광주 북구,학교
879,[전남광주]드론 활용 직업 진로체험(드론 제작 체험),재능개발연구소,민간기업,기계공학 기술자 및 연구원,직업실무체험형,Y,Y,,35.20113195247676,126.90031213581274,20,유료,13000.0,2.0,79001,,62001.0,광주 북구,학교
878,[찾아가는](직업체험) 식품공학자 프로젝트 – 과자집 만들기 ★전국★,재능개발연구소,민간기업,주방장 및 요리 연구가,직업실무체험형,Y,Y,Y,35.2011363617359,126.900303235609,20,유료,15000.0,2.0,79001,,62001.0,광주 북구,학교
877,AI 아이온 코딩,드림에듀(유),민간기업,기타,직업실무체험형,Y,Y,,35.8187213062947,127.104470417636,30,유료,20000.0,2.0,79001,,62001.0,전북 전주시,학교
876,진로특강과 함께하는 도자기체험,(유)위시아트랩,민간기업,시각 디자이너,현장직업체험형,Y,Y,Y,35.82834021402909,127.02436954485528,15,유료,30000.0,2.0,79001,,,전북 완주군,체험처
